movie_id,Actor Name,Character Name,name,classification
30246289,Julia Jentsch,Julia Szczesna,Julia,13
30246289,Peter Gantzler,Adrian,Adrian,12
30246289,Maciej Stuhr,Piotr 'Piotrek' Malkiewicz,Piotr,5
30246289,Andrzej Hudziak,Jerzy 'Jurek' Szczesny,Jurek,3
30246289,Małgorzata Hajewska,Barbara Rostawicka,Barbara,13
30246289,Andrzej Kuchno,Julia's friend,Julia,13
2154704,Stephen Collins,Dr. David Lowell,Lowell,21
1072373,Prabhu Deva,Deva,Deva,8
1072373,Kajol,Priya,Priya,2
1072373,Girish Karnad,Amal Raj,Raj,0
26728732,Vic Morrow,Michael Cardiff,Cardiff,14
21878654,Johnny Depp,Jack Kahuna Laguna,Laguna,14
18902861,Alan Thicke,The Real Forndexter,Forndexter,0
1031231,Branka Katić,Ida,Ida,2
196176,Len Jones,Bobby Hedden,Hedden,17
196176,Jim Norton,Chris Cawsey,Cawsey,17
196176,Del Henney,Charlie Venner,Venner,16
196176,Ken Hutchison,Norman Scutt,Scutt,17
196176,David Warner,Henry Niles,Niles,24
196176,T. P. McKenna,Major John Scott,Scott,15
196176,Sally Thomsett,Janice Hedden,Hedden,17
32338078,Himani Shivpuri,Reena's Mom,Reena,8
32338078,Anil Dhawan,Reena's Father,Reena,8
19569910,Kenji Nojima,Masakazu Masaki,Masaki,2
19569910,Yukana Nogami,Akiko,Akiko,21
19569910,Jun Fukuyama,Rikuo Sakisaka,Sakisaka,16
19569910,Rina Sato,Nagi,Nagi,17
19569910,Rie Tanaka,Sammy,Sammy,14
26137128,Rachel Shelley,Mikki,Mikki,3
336846,Stockard Channing,Betty Rizzo,Rizzo,21
336846,Jeff Conaway,Kenickie Murdoch,Kenickie,17
336846,Michael Tucci,Sonny,Sonny,13
336846,Eve Arden,Principal McGee,McGee,18
336846,Annette Charles,Cha-Cha DiGregorio,Cha-Cha,21
27463222,John Leguizamo,Paul,Paul,6
27463222,Hayden Christensen,Luke,Luke,3
27463222,Thandie Newton,Rosemary,Rosemary,3
27463222,Jacob Latimore,James,James,3
27463222,Taylor Groothuis,Briana,Briana,20
3249964,Louis Hayward,Stephen Byrne,Byrne,3
3249964,Lee Bowman,John Byrne,Byrne,3
3249964,Jane Wyatt,Marjorie Byrne,Byrne,3
2229321,James Stewart,Steve Martin,Martin,7
12491178,Tom Sizemore,Max,Max,7
1940449,Nancy Allen,Anne Lewis,Lewis,22
6795107,Sujatha,Janaki,Janaki,3
6795107,Ajith Kumar,Jeeva,Jeeva,6
6795107,Simran Bagga,Divya,Divya,21
6795107,Prithviraj,Prithvi,Prithvi,17
362719,Ned Beatty,Otis,Otis,5
362719,Gene Hackman,Lex Luthor,Luthor,22
362719,Phyllis Thaxter,Martha Kent,Kent,17
362719,Marlon Brando,Jor-El,Jor-El,22
4459059,Rip Torn,Benny Gibbs,Gibbs,0
4459059,Michael Richards,Richard Rietti,Richard,6
4069274,Neve Campbell,Vera Barrie,Vera,20
22271345,Denis Fasolo,Berni,Berni,12
5008724,Manoj Kumar,Bharat,Bharat,2
5008724,Saira Banu,Preeti,Preeti,14
5008724,Pran Sikhand,Harnam,Harnam,4
5008724,Ashok Kumar,Bharat's Guru,Bharat,2
5008724,Kamini Kaushal,Bharat's mom,Bharat,2
30575,Bruce Willis,James Cole,Cole,3
30575,Madeleine Stowe,Kathryn Railly,Railly,3
30575,Brad Pitt,Jeffrey Goines,Goines,6
30575,Christopher Plummer,Dr. Goines,Goines,6
30575,Jon Seda,Jose,Jose,1
24416479,Sarah Douglas,Lyranna,Lyranna,10
24416479,Kari Wührer,Jackie Trent,Trent,10
24053482,Nalia Rukavina,Tory Douglas,Douglas,3
24053482,,Scott Douglas,Douglas,3
24053482,Jonathan Scarfe,Jimmy Romeo,Romeo,12
21236198,Paul Henreid,Abu Amdar,Amdar,4
21236198,Jeff Donnell,Sheherazade,Sheherazade,18
21236198,Helen Gilbert,Princess Zafir,Zafir,1
21236198,Philip Van Zandt,Ali Baba,Baba,14
27667647,Jamuna,Rukmini,Rukmini,14
5274269,Kareena Kapoor,Anjali,Anjali,6
5274269,Arbaaz Khan,Shakti A. Chand,Chand,10
5274269,Manoj Joshi,Laxmi's advocate,Laxmi,17
18620635,Mel Blanc,Daffy Duck,Daffy,3
29472242,Atul Agnihotri,Ajay Pandit,Pandit,22
20506905,Brendan Dempsey,Victor,Victor,17
20506905,Brendan Gleeson,Darren Perrier,Perrier,17
20506905,Brendan Coyle,Jerome,Jerome,4
20506905,Domhnall Gleeson,Clifford,Clifford,17
20506905,Jodie Whittaker,Brenda,Brenda,6
20506905,Pádraic Delaney,Shamie,Shamie,3
20506905,Wuzza Conlon,Blaise,Blaise,17
23454846,Anupama Verma,Neha,Neha,12
23454846,Jackie Shroff,Dr. Kamlakar Tiwari,Tiwari,3
34137688,Abigail Spencer,Brenda Hesson,Hesson,22
34137688,Gerard Butler,Frosty Hesson,Hesson,22
34137688,Elisabeth Shue,Christy Moriarity,Moriarity,20
34137688,Jonny Weston,Jay Moriarity,Moriarity,20
7583011,Tara Reid,Jay,Jay,17
7583011,Alice O'Connell,Holly,Holly,3
7583011,Christian Brassington,Peter,Peter,4
7583011,Martin Sherman,Orin Kiefer,Kiefer,11
10366326,Arthur Edmund Carewe,Dr. Louis Dumont,Dumont,14
10366326,Alan Mowbray,"Auguste, Toto's Butler",Toto,21
10366326,Charles Winninger,Mr. John Churchill,Churchill,6
9384481,Martin Stephens,Sigismond,Sigi,1
9384481,Tom Helmore,Hugh Palgrave,Palgrave,2
9384481,Rossano Brazzi,Charles Edouard de Valhubert,Charles,6
9384481,Ronald Squire,Sir Conrad Allingham,Allingham,15
22557257,David A.R. White,Adam Riley,Riley,9
22557257,Lonnie Colon,'Captain' Robert Jackson,Jackson,4
22557257,Brad Heller,Jacob Krause,Krause,22
22557257,Monte Perlin,Commander Fredericks,Fredericks,18
22557257,Kevin Downes,Charles Baker,Baker,12
20018854,Abhimanyu Singh,Balkrishan 'Bala',Bala,12
24021571,Paula Patton,Morgan Alexander,Morgan,21
24021571,James Pickens Jr.,Lloyd Wright,Wright,9
24021571,Phylicia Rashad,Ella McKnight,McKnight,3
24021571,Pam Grier,Janice Wright,Wright,9
11696799,Michael Murphy,Pete Louganis,Louganis,3
11696799,Jeffrey Meek,Tom Barrett,Barrett,17
11696799,Rosemary Dunsmore,Frances Louganis,Louganis,3
10594195,Shammi Kapoor,Sardar Dinesh Singh Girji,Girji,24
10594195,Amrita Singh,Roma Singh Girji,Girji,24
10594195,Nirupa Roy,Sumitra Devi Kapoor,Sumitra,12
20393685,George Nichols,William Marlowe,William,3
20393685,Alice Day,Blanche Carlton,Carlton,13
20393685,Mae Giraci,Audrey Carlton,Carlton,13
12061267,John Rhys-Davies,Bouchard,Bouchard,10
15945437,Cinzia De Carolis,Mary,Mary,3
15945437,Wallace Wilkinson,Captain McCoy,McCoy,4
15945437,Ramiro Oliveros,Dr. Phil Mendez,Mendez,6
15945437,May Heatherly,Nurse Helen,Helen,3
32592054,Filippo Pucillo,Filippo,Filippo,18
31633054,Corey Feldman,Andy,Andy,6
206845,Sharon Stone,Princess Bala,Bala,21
206845,Danny Glover,Barbatus,Barbatus,10
206845,Sylvester Stallone,Weaver,Weaver,24
206845,Gene Hackman,General Mandible,Mandible,6
206845,Jane Curtin,Muffy,Muffy,18
206845,Christopher Walken,Colonel Cutter,Cutter,17
19087098,Zoe Wanamaker,Countess of Pembroke,Countess,1
19087098,Tom Hiddleston,John Hall,Hall,6
19087098,Rupert Graves,William Shakespeare,William,6
7082486,Srinivasa Rao Kota,Ganesh's father,Ganesh,6
7082486,Daggubati Venkatesh,Ganesh,Ganesh,6
7082486,Trisha Krishnan,Keerthi,Keerthi,3
7082486,Srikanth,Vasu,Vasu,3
3210963,Jerry Lewis,Wilbur Swain / Caleb Swain,Swain,23
3210963,Madeline Kahn,Eliza Swain,Swain,23
3210963,John Abbott,Dr. Frankenstein,Frankenstein,17
3210963,Madeline Kahn,Lutetia Swain,Swain,23
9086301,Spencer Tracy,Bill,Bill,7
1307956,Billy Crudup,Ned Kynaston,Kynaston,7
1307956,Claire Danes,Maria,Maria,18
1307956,Rupert Everett,King Charles II,II,12
1307956,Tom Wilkinson,Betterton,Betterton,18
2216254,Nick Nolte,Thomas Jefferson,Jefferson,21
2216254,Estelle Eonnet,Polly Jefferson,Jefferson,21
2216254,Greta Scacchi,Maria Cosway,Cosway,12
2216254,Simon Callow,Richard Cosway,Cosway,12
27064671,Kamal Haasan,Kamal Hassan,Hassan,19
4002677,Kenneth More,Richard Hannay,Hannay,3
4002677,Taina Elg,Fisher,Fisher,3
4002677,Brenda De Banzie,Nellie Lumsden,Lumsden,9
4002677,Reginald Beckwith,Lumsden,Lumsden,9
1964091,Julianne Moore,Callie Ferris,Ferris,3
26687336,Emma Brown Garett,Mary Dhillon,Mary,2
26687336,Sunny Deol,Paramveer Singh Dhillon,Singh,21
26687336,Mukul Dev,Gurmeet 'Billa' Singh Brar,Singh,21
26687336,Dharmendra Deol,Dharam Singh Dhillon,Singh,21
26687336,Anupam Kher,Joginder Singh Brar,Singh,21
26687336,Himanshu Malik,Tejinder 'Jarnail' Singh Brar,Singh,21
26687336,Kulraj Randhawa,Saheba Kaur Brar,Saheba,13
3917900,Morgan Freeman,Frank Carden,Carden,24
26283021,Johnny Lever,Johnny Bhai,Bhai,15
3917873,Lionel Jeffries,Grandpa Potts,Potts,21
3917873,Gert Fröbe,Baron Bomburst,Bomburst,15
3917873,Anna Quayle,Baroness Bomburst,Bomburst,15
3917873,,Jemina Potts,Potts,21
4724575,Michelle Williams,Betty,Betty,3
4724575,Michael Pitt,Fred,Fred,4
32694962,Susumu Terajima,Denzo Yamada,Yamada,16
32694962,Takahiro Miura,Hansuke Doi,Doi,21
32694962,Takuya Mizoguchi,Takamura,Takamura,16
2298689,Karl Geary,Billy Hayes,Hayes,3
2298689,Tom Hickey,Mr. Hayes,Hayes,3
11599737,Maki Onaga,Yuri Hoshino,Yuri,19
26068632,Sam Elliott,John Pierce,Pierce,1
24207129,Matthew Goode,Jim,Jim,19
24207129,Nicholas Hoult,Kenny,Kenny,13
24207129,Jon Kortajarena,Carlos,Carlos,23
6300110,Joshua Jackson,Chris McKinley,McKinley,3
15096320,Jennifer Tilly,Clara Bow,Bow,8
15096320,Maria Conchita Alonso,Lupe Velez,lez,21
27939556,Rachael Blake,Clara,Clara,3
27939556,Emily Browning,Lucy,Lucy,3
27939556,Eden Falk,Thomas,Thomas,6
27939556,Ewen Leslie,Birdmann,Birdmann,6
14734420,Moe Howard,Moe,Moe,3
3740032,Raymond Burr,Walt Radak,Radak,1
7876902,Chiranjeevi,Chiranjeevi,Chiranjeevi,4
7876902,Raadhika Sarathkumar,Archana,Archana,3
15337018,Johnny Weissmuller,Tarzan,Tarzan,17
9889964,Mohnish Behl,Jaggu,Jaggu,0
9889964,Bharat Bhushan,Kaajal's maternal grandpa,Kaajal,4
28388755,Kerry Bishé,Brooke,Brooke,19
28388755,Edward Burns,Uncle Terry,Terry,16
5884079,Nicolas Cage,Joe,Joe,3
15670779,Pearce Quigley,Percy Gryce,Gryce,3
15670779,Dan Aykroyd,Augustus 'Gus' Trenor,Trenor,21
15670779,Anthony LaPaglia,Sim Rosedale,Rosedale,4
15670779,Elizabeth McGovern,Mrs. Carry Fisher,Fisher,21
15670779,Eric Stoltz,Lawrence Selden,Selden,6
15670779,Penny Downie,Judy Trenor,Trenor,21
15670779,Paul Venables,Jack Stepney,Stepney,7
15670779,Serena Gordon,Gwen Stepney,Stepney,7
15670779,Lorelei King,Mrs. Hatch,Hatch,3
817057,Sean Connery,Marshall William T. O'Niel,O'Niel,17
817057,Peter Boyle,Mark Sheppard,Sheppard,17
399402,Jim MacDonald,Bruno,Bruno,11
399402,Ilene Woods,Cinderella,Cinderella,21
399402,Eleanor Audley,Lady Tremaine,Tremaine,3
399402,Rhoda Williams,Drizella Tremaine,Tremaine,3
399402,June Foray,Lucifer,Lucifer,3
399402,Lucille Bliss,Anastasia Tremaine,Tremaine,3
20535192,Karine Vanasse,Valérie,rie,7
7844547,Radha Mitchell,Cindy,Cindy,3
7844547,Nicole Eggert,Sno Blo Band,Blo,23
7844547,Clea DuVall,Clea,Clea,6
7844547,Rose McGowan,Sno Blo,Blo,23
2121431,Tori Spelling,Lesly,Lesly,17
11361551,Humphrey Bogart,Jack Buck,Buck,3
1132138,David Arquette,Daniel,Daniel,6
1132138,Mel Brooks,Joe Snow,Snow,13
8889869,Shilpa Shetty,Simran A. Choudhary,Choudhary,2
8889869,Kirron Kher,Raavi B. Choudhary,Choudhary,2
8889869,Divya Dutta,Pooja B. Singh Choudhary,Choudhary,2
8658177,Jodie Mitchell,Kelly,Kelly,3
414368,Mel Blanc,Daffy Duck,Daffy,6
32811226,Emily Watson,Eugenia S. Ginzburg,Ginzburg,4
7567438,Jagdeep,Soorma Bhopali,Soorma,23
18241669,Sharon Stone,Rosie,Rosie,8
18241669,Shawn Hatosy,Young Vinnie,Vinnie,16
18241669,Kimberly Williams,Young Rosie,Rosie,8
18241669,Mack Dryden,Rosie's Father,Rosie,8
168571,Michael Caine,Mortwell,Mortwell,18
168571,Bob Hoskins,George,George,6
11144406,Clark Gable,Gerald Meldrick,Meldrick,14
11144406,Peter Lorre,Capt. Chang,Chang,24
1231856,Brian Cox,Gary Wheeler,Wheeler,8
1231856,Kevin Costner,Billy Chapel,Billy,23
1231856,John C. Reilly,Gus Sinski,Sinski,13
1231856,Jena Malone,Heather Aubrey,Aubrey,9
1128108,John Rothman,Minty O'Hare,O'Hare,24
1128108,Mimi Rogers,Evelyn Vaughn,Vaughn,18
30531735,Molly Ringwald,Lonnie,Lonnie,2
7668793,Richard Dawson,Damon Killian,Killian,4
7668793,Arnold Schwarzenegger,Ben Richards,Richards,4
7668793,Yaphet Kotto,William Laughlin,Laughlin,14
7668793,Marvin J. McIntyre,Harold Weiss,Weiss,14
21246543,Guillermo Capetillo,Miguel,Miguel,6
22145673,Lakshmi,Ganga,Ganga,6
10604572,Johnson Tsao,Yu,Yu,9
10459622,Rae Dawn Chong,Rachel Dobs,Dobs,22
8610844,Charlton Heston,Capt. Colt Saunders,Saunders,13
2028217,Justin Theroux,Devon Berk,Berk,8
2028217,Jeremy Irons,Kingsley Stewart,Kingsley,6
2028217,Julia Ormond,Doris Side,Doris,4
2028217,Justin Theroux,Billy Side,Billy,2
6969487,James Garner,Philip Marlowe,Marlowe,18
6969487,Bruce Lee,Winslow Wong,Wong,4
6969487,Rita Moreno,Dolores Gonzáles,Dolores,22
16791614,Roddy McDowall,Benjamin,Ben,3
1157158,Robin Williams,Rainbow Randolph,Randolph,2
1157158,Edward Norton,Sheldon Mopes,Mopes,6
1157158,Catherine Keener,Nora Wells,Wells,1
1157158,Jon Stewart,Marion Frank Stokes,Stokes,10
803276,Tawny Kitaen,Gwendoline,Gwendoline,4
3028248,Ryan O'Neal,Philip Train,Train,14
3028248,Robert Downey Jr.,Alex Finch,Finch,3
612656,Isabella Rossellini,Clara,Clara,8
612656,Vincent Gallo,Johnny,Johnny,3
612656,Christopher Walken,Ray,Ray,17
28992007,Anne Coesens,Tania,Tania,3
28992007,Alexandre Gontcharov,Ivan,Ivan,17
28992007,Milo Masset-Depasse,Ivan 6 ans,Ivan,17
28992007,Olga Zhdanova,Zina,Zina,21
142274,John Lithgow,Lord John Whorfin,Whorfin,16
142274,Rosalind Cash,John Emdall,Emdall,11
142274,Jamie Lee Curtis,Sandra Banzai,Banzai,14
142274,Ellen Barkin,Penny Priddy,Priddy,10
142274,John Lithgow,Dr. Emilio Lizardo,Lizardo,6
142274,Robert Ito,Professor Hikita,Hikita,14
20326029,Jürgen Vogel,Rainer Wenger,Wenger,3
20326029,Max Riemelt,Marco,Marco,3
20326029,Christiane Paul,Anke Wenger,Wenger,3
20326029,Frederick Lau,Tim Stoltefuss,Tim,21
20326029,Jacob Matschenz,Dennis,Dennis,12
20326029,Amelie Kiefer,Mona,Mona,6
26291262,Mel Blanc,Foghorn Leghorn,Foghorn,3
26967810,Lambert Wilson,Christian,Christian,22
26967810,Farid Larbi,Ali Fayattia,Fayattia,14
31934171,Srividya,Annie,Annie,8
1871167,Ray Romano,Handy Harrison,Harrison,6
1871167,Marcia Gay Harden,Grace Sutherland,Sutherland,9
1871167,Christine Baranski,Charlotte Cole,Cole,6
1871167,Fred Savage,Bullard,Bullard,6
1871167,Rip Torn,Bert Langdon,Langdon,3
18487239,Fred Savage,Charlie Seymour,Charlie,6
28031590,Jayasudha,Sivaranjani,Sivaranjani,16
29865278,Juhi Chawla,Radha / Rita,Radha,2
29865278,Shakti Kapoor,Inspector Bhende,Bhende,18
14602109,Dilip Prabhavalkar,Shriranga Deshmukh's father,Deshmukh,16
14602109,Priyanka Yadav,Ranga's Wife,Ranga,22
14602109,Rekha Sawant,Mrs. Deshmukh,Deshmukh,16
13194784,Randolph Scott,Col. Thorwald,Thorwald,17
23813404,Gene Tierney,Sara Farley,Farley,9
13934307,Gael García Bernal,Leo Vidales,Leo,21
13934307,Michelle Williams,Ellen Vidales,Ellen,21
13934307,Sophie Nyweide,Jackie Vidales,Jackie,10
13934307,Marife Necesito,Gloria,Gloria,6
19898489,Rishi Kapoor,Dawood Mohammed Ali Khan Yusuf Zahi,Dawood,21
24708749,James Purefoy,Marshall,Marshall,3
24708749,Paul Giamatti,King John,John,6
24708749,Charles Dance,Archbishop Langton,Archbishop,17
24708749,Aneurin Barnard,Guy,Guy,17
24708749,Vladimir Kulich,Tiberius,Tiberius,21
5566878,Raquel Welch,Hortensia,Hortensia,8
5566878,Constance Marie,Yolanda,Yolanda,8
4966576,Akkineni Nagarjuna,Ajay,Ajay,6
4966576,S. P. Balasubrahmanyam,Ajay's father,Ajay,6
32635381,Josh Lucas,John,John,3
32635381,Rachael Taylor,Nancy,Nancy,21
32635381,Luke Ford,Thomas,Thomas,20
32635381,Rohan Nichol,Jocko,Jocko,6
23470411,William Powell,Clan Dillon,Dillon,4
23470411,Philip Strange,Ben Ide,Ide,1
23470411,Ivan Christy,Cawthorne,Cawthorne,17
4403780,Tony Curtis,Ferdinand Waldo Demara Jr.,Demara,14
9650057,Joseph Vijay,Karunakaran,Karunakaran,21
9650057,Ishaa Koppikar,Nisha,Nisha,4
10640368,Hema Malini,Anuradha,Anuradha,2
9457642,Ellen Barkin,Joan Spruance,Spruance,21
14075290,Tom Baker,Sir Guy de Gisbourne,Guy,18
14075290,Morgan Fairchild,Maid Marian,Marian,3
10877732,Tom Courtenay,Vic,Vic,22
10877732,Michael Caine,Jack,Jack,16
10877732,David Hemmings,Lenny,Lenny,24
10877732,Helen Mirren,Amy,Amy,2
10877732,JJ Feild,Young Jack,Jack,16
10877732,Cameron Fitch,Young Vic,Vic,22
10877732,Nolan Hemmings,Young Lenny,Lenny,24
10877732,Kelly Reilly,Young Amy,Amy,2
8219325,Steve Carell,Maxwell Smart,Max,17
8219325,Terence Stamp,Siegfried,Siegfried,6
8219325,David S. Lee,Krstic,Krstic,4
19844591,John Rhys-Davies,Captain Randolph,Randolph,4
8859517,Rip Torn,George McNab,McNab,11
504242,Morena Baccarin,Inara Serra,Inara,23
504242,Jewel Staite,Kaylee Frye,Kaylee,0
504242,David Krumholtz,Mr. Universe,Universe,7
256337,Jaclyn Smith,Kelly Garrett,Garrett,9
256337,Justin Theroux,Seamus O'Grady,Seamus,4
256337,Lucy Liu,Alex Munday,Alex,5
256337,Drew Barrymore,Dylan Sanders,Dylan,7
256337,Cameron Diaz,Natalie Cook,Natalie,5
2780906,J. R. Bourne,Bryce,Bryce,19
2780906,Paulo Costanzo,Ryan,Ryan,3
2780906,Susan Hogan,Ryan's Mom,Ryan,3
2780906,Tom Butler,Ryan's Dad,Ryan,3
163491,Giancarlo Giannini,Pasqualino Frafuso,Pasqualino,16
4461403,Toni Collette,Mary,Mary,19
4461403,Christian Byers,Jacob Blueburger,Blueburger,18
4461403,Essie Davis,Grace Blueburger,Blueburger,18
4461403,Russell Dykstra,Osmond Blueburger,Blueburger,18
1924191,Michael Biehn,Anthony Fraser,Fraser,15
23687966,Nadia Gray,Geraldine,Geraldine,13
23687966,Armando Francioli,Enrico Belli,Enrico,13
20518783,Grace Stafford,Woody Woodpecker,Woody,6
20857007,Sophie Ward,Veronica Van Huet,Veronica,23
20857007,Sophia Myles,Louise Thompson,Louise,3
20857007,George Asprey,Matthew Van Huet,Matthew,16
9088886,Aaliyah,Queen Akasha,Akasha,17
9088886,Stuart Townsend,Lestat de Lioncourt,Lestat,3
9088886,Vincent Pérez,Marius de Romanus,Marius,23
9088886,Paul McGann,David Talbot,Talbot,6
9088886,Claudia Black,Pandora,Pandora,17
9088886,Matthew Newton,Armand,Armand,17
103021,Irene Miracle,Susan,Susan,21
103021,Paolo Bonacelli,Rifki,Rifki,1
103021,Paul L. Smith,Hamidou,Hamidou,22
103021,Randy Quaid,Jimmy Booth,Jimmy,6
103021,Norbert Weisser,Erich,Erich,4
103021,John Hurt,Max,Max,4
103021,Mike Kellin,Mr. Hayes,Hayes,12
103021,Franco Diogene,Yesil,Yesil,6
5188508,Lauren Bacall,Mrs. Basil E. Frankweiler,Frankweiler,9
1597728,Barry Otto,Father Alfredo,Alfredo,8
35993713,Dylan McDermott,Pete Caswell,Caswell,12
34181242,Danny Trejo,Frank Vega,Vega,23
16364045,Kartika Rane,Angel,Angel,24
16364045,Parikshat Sahni,R.K. Joseph,Joseph,7
16364045,Sonu Walia,Mrs. Kalpana Rai,Rai,20
23310072,Yancy Butler,Sara Pezzini,Pezzini,5
20629940,Taraji P. Henson,Clarice Clark,Clarice,17
2649865,Rock Hudson,Roger Willoughby,Willoughby,1
2236141,Jane Russell,Mike 'The Torch' Delroy,Mike,1
2002258,Donald Pleasence,Samuel J. Loomis,Loomis,13
2002258,Beau Starr,Sheriff Ben Meeker,Meeker,17
2002258,Sasha Jenson,Brady,Brady,13
33628294,Chazz Palminteri,Lee Maxwell,Maxwell,24
32537784,Rimi Sen,Varsha Mathur,Mathur,7
32537784,Asawari Joshi,Hanumant's wife,Hanumant,17
32537784,Virendra Saxena,Kamlesh,Kamlesh,6
1598832,Roscoe Orman,Gordon Robinson,Gordon,6
3564596,Gong Yoo,No-young,No-young,17
8702038,Fred Savage,Philip,Philip,16
26554437,Stephen Merchant,Gary,Gary,3
26554437,Owen Wilson,Rick,Rick,3
26554437,Jason Sudeikis,Fred,Fred,3
26554437,Jenna Fischer,Maggie,Maggie,6
26554437,Christina Applegate,Grace,Grace,6
26554437,Nikki Whelan,Leigh,Leigh,21
26554437,Richard Jenkins,Coakley,Coakley,6
26554437,Bruce Thomas,Rick Coleman,Rick,3
26554437,Tyler Hoechlin,Gerry,Gerry,16
26554437,Alexandra Daddario,Paige,Paige,14
26554437,Joy Behar,Dr. Lucy,Lucy,16
6917005,Debra Monk,Mrs. Paroo,Paroo,13
6917005,Clyde Alves,Tommy Djilas,Tommy,17
6917005,Cameron Adams,Zaneeta Shinn,Zaneeta,13
6917005,Patrick McKenna,Charlie Cowell,Charlie,3
20663735,Thilakan,M.K. Menon,Menon,21
20663735,Mohanlal,Marancheri Induchoodan,Induchoodan,21
1853602,Michael Moriarty,Harry Potter Sr.,Harry,6
1853602,Phil Fondacaro,Torok the Troll,Torok,4
7948938,Sammo Hung,Wong Wah-bo,Wah-bo,21
18545627,Mel Blanc,Sylvester,Sylvester,23
1057543,Peter Lorre,Comm. Lucius Emery,Emery,2
5209312,Nastassja Kinski,Karen,Karen,2
5209312,Kyle MacLachlan,Vernon,Vernon,15
571383,Richard Burton,Philip Lamont,Lamont,6
571383,Louise Fletcher,Gene Tuskin,Tuskin,13
571383,Max von Sydow,Lankester Merrin,Merrin,21
571383,James Earl Jones,Kokumo,Kokumo,12
571383,Karen Knapp,Pazuzu,Pazuzu,24
7238588,Adrienne Barbeau,Martha,Martha,19
12509757,Kathy Bates,Mrs. Belmont,Belmont,7
12509757,Casey Biggs,Neil Darrow,Darrow,7
12509757,Leslie Hope,Charisse Darrow,Darrow,7
6987479,Jon Heder,Roger,Roger,6
6987479,Ben Stiller,Lonnie,Lonnie,8
16949071,Sittichai Pabchompoo,Tien,Tien,24
74871,Dana Andrews,Mark McPherson,McPherson,3
74871,Clifton Webb,Waldo Lydecker,Lydecker,5
74871,Vincent Price,Shelby Carpenter,Carpenter,19
74871,Dorothy Adams,Bessie Clary,Clary,8
12290387,Karthik Sivakumar,Muthu,Muthu,2
1663320,Faizon Love,Damon Phillips,Phillips,4
1663320,Missi Pyle,Peggy Braden,Peggy,21
1663320,Makenzie Vega,Katy,Katy,16
19972307,Dmitriy Shilyaev,Lyudovik XIV,XIV,17
19972307,Eduard Flerov,Karl XII,XII,17
8056688,Edward G. Robinson,Dr. Max Stratman,Stratman,11
8056688,Edward G. Robinson,Prof. Walter Stratman,Stratman,11
8056688,Diane Baker,Emily Stratman,Stratman,11
8056688,Micheline Presle,Dr. Denise Marceau,Marceau,16
8056688,Gérard Oury,Dr. Claude Marceau,Marceau,16
